DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200712768,08/14/2020 12:00:00 AM,08/14/2020 12:00:00 AM,200,7,Wilshire,743,1,310,BURGLARY,1607 0329 0344,19,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5800 W  OLYMPIC                      BL,,"340,574","-118,356"
200312865,06/17/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1700,3,Southwest,326,1,310,BURGLARY,0344 1267 1601 1822,38,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2700 S  NORMANDIE                    AV,,"340,309","-1,183,002"
200708860,05/03/2020 12:00:00 AM,04/26/2020 12:00:00 AM,1200,7,Wilshire,723,1,310,BURGLARY,1307 1601 0321,43,F,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,8000 W  3RD                          ST,,"340,719","-1,183,637"
200817081,11/26/2020 12:00:00 AM,11/26/2020 12:00:00 AM,410,8,West LA,851,1,310,BURGLARY,1822 0344 0349 1420 1607,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,12100    OHIO                         AV,,"34,04","-1,184,631"
200912806,07/27/2020 12:00:00 AM,07/27/2020 12:00:00 AM,745,9,Van Nuys,964,1,310,BURGLARY,0344 1300 1606 1601 0358 1420 1414 1307,29,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,14000 W  RIVERSIDE                    DR,,"341,576","-1,184,389"
200714885,10/14/2020 12:00:00 AM,10/14/2020 12:00:00 AM,300,7,Wilshire,706,1,310,BURGLARY,0344 0358,52,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,800 N  LA BREA                      AV,,"340,853","-1,183,441"
200514675,09/29/2020 12:00:00 AM,09/29/2020 12:00:00 AM,2150,5,Harbor,504,1,310,BURGLARY,1606 1602 0344 0216 1309 0325 0352 1221 0342 0358,0,X,X,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,310,,,,1300    TORRANCE                     BL,,"33,842","-1,183,001"
200400859,06/13/2020 12:00:00 AM,06/12/2020 12:00:00 AM,2130,4,Hollenbeck,437,1,310,BURGLARY,0344 1402,0,M,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,998,,,4400    WORTH                        ST,,"340,627","-1,181,902"
200618342,11/22/2020 12:00:00 AM,11/22/2020 12:00:00 AM,600,6,Hollywood,666,1,310,BURGLARY,0344 0329 1609 1822 1501,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,6200 W  SUNSET                       BL,,"340,944","-1,183,277"
201015004,11/13/2020 12:00:00 AM,11/12/2020 12:00:00 AM,2330,10,West Valley,1024,1,310,BURGLARY,1609 1822 0344,37,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,18800    SHERMAN                      WY,,"342,011","-1,185,431"
200908869,04/24/2020 12:00:00 AM,04/23/2020 12:00:00 AM,1900,9,Van Nuys,926,1,310,BURGLARY,0358 0344,48,F,A,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,14400    GILMORE                      ST,,"341,877","-1,184,465"
200700733,07/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM,1513,7,Wilshire,747,1,310,BURGLARY,1402 0314,64,F,A,501,SINGLE FAMILY DWELLING,302,BLUNT INSTRUMENT,IC,Invest Cont,310,,,,800 S  CITRUS                       AV,,"340,588","-1,183,407"
200913232,08/07/2020 12:00:00 AM,08/06/2020 12:00:00 AM,2030,9,Van Nuys,969,1,310,BURGLARY,0358 1414 0344,40,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,12500 W  RIVERSIDE                    DR,,"341,576","-118,406"
201010444,06/27/2020 12:00:00 AM,06/22/2020 12:00:00 AM,1500,10,West Valley,1077,1,310,BURGLARY,1822 1202 0344 1402,75,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,4800    OAK PARK                     AV,,"341,577","-1,185,045"
200211197,06/11/2020 12:00:00 AM,06/09/2020 12:00:00 AM,100,2,Rampart,211,1,310,BURGLARY,0344 0352 1602 1822 0397,59,M,H,221,PUBLIC STORAGE,,,AA,Adult Arrest,310,,,,600 N  HELIOTROPE                   DR,,"340,812","-1,182,953"
200809382,05/13/2020 12:00:00 AM,05/08/2020 12:00:00 AM,1800,8,West LA,884,1,310,BURGLARY,1822 0344 1607,34,M,O,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,11200 W  PICO                         BL,,"340,362","-1,184,367"
200706362,02/19/2020 12:00:00 AM,02/15/2020 12:00:00 AM,1600,7,Wilshire,725,1,310,BURGLARY,344,41,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,100 N  MARTEL                       AV,,"340,736","-1,183,511"
200211541,06/18/2020 12:00:00 AM,06/17/2020 12:00:00 AM,1300,2,Rampart,203,1,310,BURGLARY,1601 0344 1822,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,700 N  VIRGIL                       AV,,"340,836","-1,182,868"
200709087,05/08/2020 12:00:00 AM,05/06/2020 12:00:00 AM,1712,7,Wilshire,758,1,310,BURGLARY,0344 1606,19,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1200    WEST                         BL,,"340,519","-1,183,324"
201106970,03/06/2020 12:00:00 AM,03/05/2020 12:00:00 AM,1945,11,Northeast,1139,1,310,BURGLARY,344,37,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,6200    ARROYO GLEN                  ST,,"341,136","-1,181,862"
200607611,03/09/2020 12:00:00 AM,03/08/2020 12:00:00 AM,1830,6,Hollywood,649,1,310,BURGLARY,2004 0329 0321 1609,60,M,W,203,OTHER BUSINESS,,,AA,Adult Arrest,310,,,,5100    HOLLYWOOD                    BL,,"341,018","-1,183,005"
200606202,02/15/2020 12:00:00 AM,02/15/2020 12:00:00 AM,1030,6,Hollywood,645,1,310,BURGLARY,0329 1601 0321,47,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2000    HILLCREST                    RD,,"341,006","-1,183,417"
201110704,06/22/2020 12:00:00 AM,06/21/2020 12:00:00 AM,1945,11,Northeast,1132,1,310,BURGLARY,1608 0344 1402,50,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,998,,,3600    AMESBURY                     RD,,"341,163","-1,182,803"
200810184,06/02/2020 12:00:00 AM,06/02/2020 12:00:00 AM,135,8,West LA,892,1,310,BURGLARY,1606,0,X,X,203,OTHER BUSINESS,,,AA,Adult Arrest,310,,,,PEARL,SAWTELLE,"340,328","-1,184,366"
200917549,11/22/2020 12:00:00 AM,11/21/2020 12:00:00 AM,1330,9,Van Nuys,933,1,310,BURGLARY,344,22,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,310,,,,14500    VICTORY                      BL,,"341,867","-118,449"
200413266,09/28/2020 12:00:00 AM,09/22/2020 12:00:00 AM,1100,4,Hollenbeck,473,1,310,BURGLARY,1607 0344 1202 2004,66,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,500 S  ST LOUIS                     ST,,"340,376","-1,182,166"
200710258,06/10/2020 12:00:00 AM,06/08/2020 12:00:00 AM,1605,7,Wilshire,777,1,310,BURGLARY,1601 1606 0344 1402,0,M,O,123,PARKING UNDERGROUND/BUILDING,,,AA,Adult Arrest,310,998,,,1700    BUCKINGHAM                   RD,,"340,405","-118,336"
200913322,08/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,800,9,Van Nuys,985,1,310,BURGLARY,1607 0344 0358,50,F,W,221,PUBLIC STORAGE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,4600    VAN NUYS                     BL,,"341,548","-1,184,487"
200512600,08/03/2020 12:00:00 AM,08/02/2020 12:00:00 AM,1800,5,Harbor,531,1,310,BURGLARY,1607 0344 0358,43,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1500    261ST                        ST,,"33,786","-1,183,021"
200914013,08/26/2020 12:00:00 AM,08/10/2020 12:00:00 AM,100,9,Van Nuys,981,1,310,BURGLARY,344,41,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,15000 W  VENTURA                      BL,,"341,527","-1,184,596"
200815236,10/14/2020 12:00:00 AM,10/14/2020 12:00:00 AM,2030,8,West LA,806,1,310,BURGLARY,1822 0344 1606,52,M,O,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,600    CARCASSONNE                  RD,,"340,817","-1,184,481"
200813642,09/02/2020 12:00:00 AM,09/01/2020 12:00:00 AM,1530,8,West LA,852,1,310,BURGLARY,344,41,M,O,707,GARAGE/CARPORT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,1600    GRANVILLE                    AV,,"340,403","-118,456"
200410054,06/22/2020 12:00:00 AM,06/21/2020 12:00:00 AM,1600,4,Hollenbeck,464,1,310,BURGLARY,0344 0329 1609,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,2300 E  CESAR E CHAVEZ               AV,,"340,473","-1,182,089"
200312728,06/15/2020 12:00:00 AM,06/15/2020 12:00:00 AM,200,3,Southwest,307,1,310,BURGLARY,1607 0329 0325 1822 2004 1402,19,X,X,301,GAS STATION,,,AA,Adult Arrest,310,,,,2500    CRENSHAW                     BL,,"340,338","-118,337"
200810926,06/21/2020 12:00:00 AM,06/20/2020 12:00:00 AM,545,8,West LA,857,1,310,BURGLARY,0321 0344 2004 1822 1420 0328 1606 0345 0202,0,X,X,730,SYNAGOGUE/TEMPLE,,,AA,Adult Arrest,310,,,,9500 W  PICO                         BL,,"340,553","-118,396"
200805706,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1240,8,West LA,892,1,310,BURGLARY,0344 1822,39,M,B,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,2500    SAWTELLE                     BL,,"340,328","-1,184,366"
200312861,06/18/2020 12:00:00 AM,06/18/2020 12:00:00 AM,915,3,Southwest,357,1,310,BURGLARY,1607 0344 0329 0352 1402,34,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1100 W  37TH                         DR,,"34,019","-118,292"
201009741,06/06/2020 12:00:00 AM,06/06/2020 12:00:00 AM,332,10,West Valley,1077,1,310,BURGLARY,0321 1607 1822 0202 0209 0216 1420 0344 1309 0206,0,M,O,301,GAS STATION,,,IC,Invest Cont,310,,,,16900 W  VENTURA                      BL,,"341,593","-1,185,011"
200619369,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,432,6,Hollywood,622,1,310,BURGLARY,1822 0344 0394,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,7200    FRANKLIN                     AV,,"341,146","-1,183,607"
200409872,06/17/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1630,4,Hollenbeck,471,1,310,BURGLARY,325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,2300 E  7TH                          ST,,"340,345","-1,182,232"
200508743,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,330,5,Harbor,529,1,310,BURGLARY,1609 0329 0358 1402 2004,0,M,O,225,RECORD-CD MUSIC/COMPUTER GAME STORE,,,AA,Adult Arrest,310,998,,,700 N  AVALON                       BL,,"337,785","-1,182,623"
200716036,11/16/2020 12:00:00 AM,11/08/2020 12:00:00 AM,1100,7,Wilshire,721,1,310,BURGLARY,1822 0344,73,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,100 N  DOHENY                       DR,,"340,753","-1,183,897"
200113589,06/18/2020 12:00:00 AM,06/17/2020 12:00:00 AM,1500,1,Central,128,1,310,BURGLARY,1602 0344 1402,0,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,310,998,,,300 E  2ND                          ST,,"340,498","-118,24"
201004321,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1315,10,West Valley,1091,1,310,BURGLARY,0344 1609 1402,63,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,4100    TARRYBRAE                    TR,,"341,443","-1,185,614"
200313007,06/21/2020 12:00:00 AM,06/21/2020 12:00:00 AM,1740,3,Southwest,363,1,310,BURGLARY,0329 1609 1814 0913,36,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,4000    WEST                         BL,,"340,128","-1,183,447"
200808648,04/22/2020 12:00:00 AM,04/21/2020 12:00:00 AM,1500,8,West LA,884,1,310,BURGLARY,0397 0344 1822 1420 1602 1267,0,X,X,118,CONSTRUCTION SITE,,,IC,Invest Cont,310,,,,10800    ASHBY                        AV,,"340,375","-1,184,248"
200712875,08/18/2020 12:00:00 AM,08/13/2020 12:00:00 AM,1730,7,Wilshire,753,1,310,BURGLARY,1601 1602 0344 1402,64,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,310,998,,,5800 W  PICO                         BL,,"340,537","-1,183,619"
201014403,10/23/2020 12:00:00 AM,10/22/2020 12:00:00 AM,2330,10,West Valley,1017,1,310,BURGLARY,0344 1605 1822 0352 0321 1202,71,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,17100    SATICOY                      ST,,"342,084","-1,185,058"
201913518,08/20/2020 12:00:00 AM,08/19/2020 12:00:00 AM,2130,19,Mission,1915,1,310,BURGLARY,1607 0344 1402,28,M,H,210,RESTAURANT/FAST FOOD,,,AO,Adult Other,310,998,,,12700    GLENOAKS                     BL,,"343,021","-1,184,467"
200312639,06/13/2020 12:00:00 AM,06/13/2020 12:00:00 AM,600,3,Southwest,362,1,310,BURGLARY,1278 0321 0329 0344 0352 1601 1822,38,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,4500    SANTA ROSALIA                DR,,"340,151","-1,183,472"
200817246,12/06/2020 12:00:00 AM,12/06/2020 12:00:00 AM,310,8,West LA,852,1,310,BURGLARY,1309 0216 0209 0202 1420 0930 0358 1607 0344 1822,39,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,310,,,,1700 S  WESTGATE                     AV,,"340,383","-1,184,557"
200910417,06/01/2020 12:00:00 AM,06/01/2020 12:00:00 AM,1520,9,Van Nuys,933,1,310,BURGLARY,1607 0358 0344 1414,0,M,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,6300    VAN NUYS                     BL,,"341,831","-1,184,523"
200700863,12/21/2020 12:00:00 AM,12/21/2020 12:00:00 AM,1750,7,Wilshire,737,1,310,BURGLARY,0358 0344 0321 0389 0906,47,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,300 S  ORANGE                       DR,,"340,669","-1,183,419"
200817060,12/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,800,8,West LA,881,1,310,BURGLARY,1202 0344 1822,66,M,B,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,11600 W  OLYMPIC                      BL,,"340,353","-118,446"
201005440,02/04/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1630,10,West Valley,1033,1,310,BURGLARY,1822 1607 0344 0321 0329,0,M,O,721,HIGH SCHOOL,,,IC,Invest Cont,310,,,,18600    ERWIN                        ST,,"341,839","-1,185,393"
200410001,06/20/2020 12:00:00 AM,06/20/2020 12:00:00 AM,2200,4,Hollenbeck,491,1,310,BURGLARY,0325 1402 2004,0,M,X,404,DEPARTMENT STORE,,,IC,Invest Cont,310,998,,,2600 E  OLYMPIC                      BL,,"340,253","-1,182,224"
201110981,06/30/2020 12:00:00 AM,06/30/2020 12:00:00 AM,730,11,Northeast,1107,1,310,BURGLARY,0342 0326 0358 0344,35,M,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,310,,,,1400    HEPNER                       AV,,"341,318","-1,181,957"
220806485,03/02/2022 12:00:00 AM,03/01/2020 12:00:00 AM,1,8,West LA,892,1,310,BURGLARY,1822 1605 0344,69,F,H,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,2500    SAWTELLE                     BL,,"340,335","-1,184,371"
201007485,03/23/2020 12:00:00 AM,03/02/2020 12:00:00 AM,800,10,West Valley,1083,1,310,BURGLARY,0344 1822 1202,65,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4300    LA BARCA                     DR,,"341,489","-1,185,508"
201000542,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1500,10,West Valley,1079,1,310,BURGLARY,1202 0321 1609 1822 0344,66,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5000    HASKELL                      AV,,"341,615","-1,184,749"
200609811,05/04/2020 12:00:00 AM,05/04/2020 12:00:00 AM,120,6,Hollywood,629,1,310,BURGLARY,1822 0344,47,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1900    CANYON                       DR,,"341,053","-1,183,169"
201005227,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,352,10,West Valley,1007,1,310,BURGLARY,1609 0344 1402 0216 1822,0,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,8200    LOUISE                       AV,,"342,195","-1,185,099"
201015687,12/03/2020 12:00:00 AM,12/03/2020 12:00:00 AM,840,10,West Valley,1099,1,310,BURGLARY,1822 0329 1414 1609 1202,64,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,15700    ROYAL OAK                    RD,,"341,436","-1,184,762"
200113656,06/19/2020 12:00:00 AM,05/30/2020 12:00:00 AM,1800,1,Central,163,1,310,BURGLARY,0344 0329 1609 0321 1402,33,F,H,406,OTHER STORE,,,IC,Invest Cont,310,998,,,700 S  BROADWAY,,"340,452","-1,182,534"
200707769,03/26/2020 12:00:00 AM,03/19/2020 12:00:00 AM,2330,7,Wilshire,745,1,310,BURGLARY,0344 0321 1609,54,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1000 S  CLOVERDALE                   AV,,"340,573","-118,348"
200113574,06/18/2020 12:00:00 AM,04/01/2020 12:00:00 AM,2220,1,Central,119,1,310,BURGLARY,0344 1822 0910 0397 1602 1605,25,M,O,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,310,,,,00    GATEWAY PLZ,,"340,577","-1,182,318"
200708615,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,100,7,Wilshire,745,1,310,BURGLARY,0344 1606 1501,27,M,B,123,PARKING UNDERGROUND/BUILDING,,,AO,Adult Other,310,,,,5200 W  OLYMPIC                      BL,,"340,572","-1,183,428"
200211636,06/22/2020 12:00:00 AM,06/21/2020 12:00:00 AM,2200,2,Rampart,266,1,310,BURGLARY,0321 1402,0,X,X,406,OTHER STORE,,,IC,Invest Cont,310,998,,,1700 W  8TH                          ST,,"340,529","-1,182,733"
200715896,11/11/2020 12:00:00 AM,11/11/2020 12:00:00 AM,1115,7,Wilshire,763,1,310,BURGLARY,0344 0321 1606,54,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1600 S  ORANGE GROVE                 AV,,"340,454","-1,183,671"
200611963,06/29/2020 12:00:00 AM,06/29/2020 12:00:00 AM,500,6,Hollywood,677,1,310,BURGLARY,0344 0329 1609 0913 0358,24,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,740,,,800 N  RIDGEWOOD                    PL,,"340,858","-1,183,146"
200916788,11/03/2020 12:00:00 AM,11/01/2020 12:00:00 AM,2020,9,Van Nuys,914,1,310,BURGLARY,1606 0314 0344,24,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,14700 W  ROSE                         LN,,"342,004","-1,184,531"
200916138,10/19/2020 12:00:00 AM,10/18/2020 12:00:00 AM,2200,9,Van Nuys,941,1,310,BURGLARY,0358 1420 0321 1609,36,M,O,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,14800    BURBANK                      BL,,"341,766","-1,184,589"
200816664,11/19/2020 12:00:00 AM,11/19/2020 12:00:00 AM,1920,8,West LA,842,1,310,BURGLARY,1609 0344 1822 1420,0,X,X,235,PHARMACY INSIDE STORE OR SUPERMARKET*,,,IC,Invest Cont,310,,,,11800    WILSHIRE                     BL,,"340,482","-1,184,625"
200211726,06/23/2020 12:00:00 AM,06/23/2020 12:00:00 AM,2226,2,Rampart,212,1,310,BURGLARY,1822 0342 0349,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,300 N  JUANITA                      AV,,"340,764","-1,182,905"
200804437,01/10/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1500,8,West LA,825,1,310,BURGLARY,1822 0344 1609 0358 0352,60,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,400 S  CLIFFWOOD                    AV,,"340,515","-1,184,839"
200812934,08/13/2020 12:00:00 AM,08/12/2020 12:00:00 AM,1600,8,West LA,884,1,310,BURGLARY,0344 1822 1607 0321 0352,44,M,H,118,CONSTRUCTION SITE,,,IC,Invest Cont,310,,,,2300    GLENDON                      AV,,"34,041","-1,184,279"
200211700,06/23/2020 12:00:00 AM,05/10/2020 12:00:00 AM,1600,2,Rampart,201,1,310,BURGLARY,0344 1607,19,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,4900    ROMAINE                      ST,,"340,886","-1,182,979"
200410167,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,1710,4,Hollenbeck,491,1,310,BURGLARY,0325 1822,0,X,X,248,CELL PHONE STORE,,,IC,Invest Cont,310,,,,1200 S  SOTO                         ST,,"340,233","-1,182,222"
200211674,06/23/2020 12:00:00 AM,06/23/2020 12:00:00 AM,100,2,Rampart,219,1,310,BURGLARY,1822 0344 0314 1601,36,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,700 E  KENSINGTON                   RD,,"34,068","-1,182,517"
200517187,11/28/2020 12:00:00 AM,11/14/2020 12:00:00 AM,1130,5,Harbor,564,1,310,BURGLARY,0329 0344 1236 1601 1609,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,400 W  6TH                          ST,,"337,388","-1,182,869"
200313115,06/23/2020 12:00:00 AM,06/23/2020 12:00:00 AM,1957,3,Southwest,358,1,310,BURGLARY,1601 0344 0321 1409,19,X,X,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,310,,,,1000    CHILDS                       WY,,"340,199","-1,182,843"
200800867,11/20/2020 12:00:00 AM,11/19/2020 12:00:00 AM,1745,8,West LA,881,1,310,BURGLARY,1402 0344 0216 1822 1606,52,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,998,,,11600    LA GRANGE                    AV,,"340,376","-1,184,493"
