UNIT,UNIT_NUM,STUB_NAME,STUB_LABEL,STUB_LABEL_NUM,YEAR,YEAR_NUM,AGE,AGE_NUM,ESTIMATE,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2012,36,75-84 years,5.2,34.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2012,36,85 years and over,6,46.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2012,36,10-14 years,1,0.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2012,36,15-24 years,2,4.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2012,36,15-19 years,2.1,3.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2012,36,20-24 years,2.2,4.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2012,36,25-44 years,3,6.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2012,36,25-34 years,3.1,5.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2012,36,35-44 years,3.2,7.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2012,36,45-64 years,4,9.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2012,36,45-54 years,4.1,10.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2012,36,55-64 years,4.2,8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2012,36,65 years and over,5,4.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2012,36,65-74 years,5.1,5.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2012,36,75-84 years,5.2,3.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2012,36,85 years and over,6,3.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2013,37,10-14 years,1,2.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2013,37,15-24 years,2,17.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2013,37,15-19 years,2.1,12.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2013,37,20-24 years,2.2,21.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2013,37,25-44 years,3,24.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2013,37,25-34 years,3.1,23.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2013,37,35-44 years,3.2,24.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2013,37,45-64 years,4,29,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2013,37,45-54 years,4.1,29.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2013,37,55-64 years,4.2,28.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2013,37,65 years and over,5,30.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2013,37,65-74 years,5.1,26,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2013,37,75-84 years,5.2,34.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2013,37,85 years and over,6,48.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2013,37,10-14 years,1,1.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2013,37,15-24 years,2,4.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2013,37,15-19 years,2.1,3.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2013,37,20-24 years,2.2,5.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2013,37,25-44 years,3,6.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2013,37,25-34 years,3.1,6.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2013,37,35-44 years,3.2,7.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2013,37,45-64 years,4,9.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2013,37,45-54 years,4.1,10,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2013,37,55-64 years,4.2,8.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2013,37,65 years and over,5,4.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2013,37,65-74 years,5.1,5.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2013,37,75-84 years,5.2,3.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2013,37,85 years and over,6,3.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2014,38,10-14 years,1,2.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2014,38,15-24 years,2,18.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2014,38,15-19 years,2.1,13,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2014,38,20-24 years,2.2,22.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2014,38,25-44 years,3,24.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2014,38,25-34 years,3.1,23.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2014,38,35-44 years,3.2,25,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2014,38,45-64 years,4,29.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2014,38,45-54 years,4.1,30,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2014,38,55-64 years,4.2,29.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2014,38,65 years and over,5,31.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2014,38,65-74 years,5.1,26.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2014,38,75-84 years,5.2,34.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2014,38,85 years and over,6,49.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2014,38,10-14 years,1,1.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2014,38,15-24 years,2,4.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2014,38,15-19 years,2.1,4.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2014,38,20-24 years,2.2,5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2014,38,25-44 years,3,7.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2014,38,25-34 years,3.1,6.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2014,38,35-44 years,3.2,8.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2014,38,45-64 years,4,9.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2014,38,45-54 years,4.1,10.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2014,38,55-64 years,4.2,8.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2014,38,65 years and over,5,5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2014,38,65-74 years,5.1,5.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2014,38,75-84 years,5.2,4.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2014,38,85 years and over,6,3.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2015,39,10-14 years,1,2.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2015,39,15-24 years,2,19.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2015,39,15-19 years,2.1,14.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2015,39,20-24 years,2.2,24.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2015,39,25-44 years,3,25.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2015,39,25-34 years,3.1,24.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2015,39,35-44 years,3.2,25.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2015,39,45-64 years,4,29.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2015,39,45-54 years,4.1,30.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2015,39,55-64 years,4.2,28.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2015,39,65 years and over,5,31,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2015,39,65-74 years,5.1,26.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2015,39,75-84 years,5.2,35.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2015,39,85 years and over,6,48.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2015,39,10-14 years,1,1.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2015,39,15-24 years,2,5.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2015,39,15-19 years,2.1,5.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2015,39,20-24 years,2.2,5.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2015,39,25-44 years,3,7.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2015,39,25-34 years,3.1,6.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2015,39,35-44 years,3.2,8.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2015,39,45-64 years,4,10.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2015,39,45-54 years,4.1,10.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2015,39,55-64 years,4.2,9.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2015,39,65 years and over,5,5.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2015,39,65-74 years,5.1,5.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2015,39,75-84 years,5.2,4.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2015,39,85 years and over,6,4.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2016,40,10-14 years,1,2.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2016,40,15-24 years,2,20.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2016,40,15-19 years,2.1,14.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2016,40,20-24 years,2.2,25.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2016,40,25-44 years,3,26.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2016,40,25-34 years,3.1,26,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2016,40,35-44 years,3.2,26.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2016,40,45-64 years,4,29.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2016,40,45-54 years,4.1,29.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2016,40,55-64 years,4.2,28.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2016,40,65 years and over,5,31,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2016,40,65-74 years,5.1,25.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2016,40,75-84 years,5.2,36,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2016,40,85 years and over,6,48,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2016,40,10-14 years,1,1.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2016,40,15-24 years,2,5.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2016,40,15-19 years,2.1,5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2016,40,20-24 years,2.2,5.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2016,40,25-44 years,3,7.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2016,40,25-34 years,3.1,6.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2016,40,35-44 years,3.2,8.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2016,40,45-64 years,4,9.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2016,40,45-54 years,4.1,10.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2016,40,55-64 years,4.2,9.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2016,40,65 years and over,5,5.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2016,40,65-74 years,5.1,6.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2016,40,75-84 years,5.2,4.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2016,40,85 years and over,6,3.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2017,41,10-14 years,1,3.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2017,41,15-24 years,2,22.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2017,41,15-19 years,2.1,17.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2017,41,20-24 years,2.2,27.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2017,41,25-44 years,3,27.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2017,41,25-34 years,3.1,27.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2017,41,35-44 years,3.2,27.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2017,41,45-64 years,4,30.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2017,41,45-54 years,4.1,30.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2017,41,55-64 years,4.2,29.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2017,41,65 years and over,5,31.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2017,41,65-74 years,5.1,26.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2017,41,75-84 years,5.2,35.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2017,41,85 years and over,6,50.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2017,41,10-14 years,1,1.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2017,41,15-24 years,2,5.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2017,41,15-19 years,2.1,5.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2017,41,20-24 years,2.2,6.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2017,41,25-44 years,3,7.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2017,41,25-34 years,3.1,7.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2017,41,35-44 years,3.2,8.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2017,41,45-64 years,4,9.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2017,41,45-54 years,4.1,10.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2017,41,55-64 years,4.2,8.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2017,41,65 years and over,5,5.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2017,41,65-74 years,5.1,6.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2017,41,75-84 years,5.2,4.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2017,41,85 years and over,6,3.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2018,42,10-14 years,1,3.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2018,42,15-24 years,2,22.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2018,42,15-19 years,2.1,17.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2018,42,20-24 years,2.2,27.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2018,42,25-44 years,3,27.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2018,42,25-34 years,3.1,27.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2018,42,35-44 years,3.2,28.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2018,42,45-64 years,4,31,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2018,42,45-54 years,4.1,30.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2018,42,55-64 years,4.2,31.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2018,42,65 years and over,5,32.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2018,42,65-74 years,5.1,27.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2018,42,75-84 years,5.2,37.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2018,42,85 years and over,6,47.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2018,42,10-14 years,1,2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2018,42,15-24 years,2,5.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2018,42,15-19 years,2.1,5.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2018,42,20-24 years,2.2,6.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2018,42,25-44 years,3,7.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2018,42,25-34 years,3.1,7.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2018,42,35-44 years,3.2,8.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2018,42,45-64 years,4,9.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2018,42,45-54 years,4.1,10.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2018,42,55-64 years,4.2,9.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2018,42,65 years and over,5,5.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2018,42,65-74 years,5.1,6.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2018,42,75-84 years,5.2,4.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2018,42,85 years and over,6,3.6,
